artist,ID,genre,Location,Start,End,Hotttnesss,Discovery,Familiarity
Ewa Farna,ARKNE8T1187B98C27E,pop,"Vendryně, Moravian-Silesian Region, CZ",2006,9999,0.455034,0.578919,0.5137015287278205
Village People,AR64Z6B1187B9A1729,pop,"New York, NY, US",1987,9999,0.571117,0.581783,0.4354291838708994
The Andrews Sisters,ARSGQPA1187B9B5D5F,pop,"Mound, MN",1956,1967,0.604206,0.581797,0.41296936266807227
The Seekers,ARW5XFX1187B9AE42A,pop,"Melbourne, Victoria, AU",1992,9999,0.509456,0.574923,0.472141591735889
Lilly Wood & The Prick,AREOJFX12B364E9FD1,pop,"Paris, france",2006,9999,0.519425,0.800641,0.6479915846974769
Chris Brown,ARXOTQH1187FB57084,pop,"Tappahannock, VA",2005,9999,0.827172,0.909266,0.3960713276066575
Jessie J,ARWWTYW11F4C842642,pop,"Chadwell Heath, London, England, GB",2005,9999,0.714843,0.912227,0.5285348620123339
Lara Fabian,AREMOC71187B996C2F,pop,"Etterbeek, Brussels, Capital Region of Brussels, BE",1986,9999,0.577417,0.729871,0.540888370428721
Ke$ha,ARORMBJ1241B9CDB1A,pop,"Los Angeles, CA",2005,9999,0.735744,0.748392,0.4145801545326638
George Harrison,ARW9QSZ1187FB4B93E,pop,"Liverpool, England, GB",1958,2001,0.760929,0.739536,0.38655542034389667
Adam Levine,ARSVDDS1187FB36855,pop,"Los Angeles, CA",2014,9999,0.624729,0.852514,0.5847259993845253
Journey,ARPNILO1187B9B59BB,pop,"San Francisco, CA",1973,9999,0.753483,0.786219,0.4182868496661668
Katie Melua,ARJ0AL61187B9A3F27,pop,"London, UK",2003,9999,0.63757,0.759472,0.5095209316056041
Nek,ARWV4871187B98BF87,pop,"Sassuolo, Italy",1991,9999,0.572516,0.760454,0.5679092651929593
M83,ARB6OGR1187FB4D43D,pop,"antibes, france",2001,9999,0.745956,0.762356,0.41272172653445405
Annie,ARCOAJN1187FB4CE83,pop,"Bergen, Norway",1993,9999,0.580625,0.719373,0.5304126796032711
John Lennon,AR5SB8C1187FB5C375,pop,"Liverpool, England, GB",1980,1980,0.837887,0.737681,0.31024027802851023
Giorgio Moroder,ARXI28B1187B98F65C,pop,Italy,1965,9999,0.712215,0.750086,0.436969645172057
Paul McCartney,AR9ZLJJ1187FB5BC16,pop,"Liverpool, UK",1970,9999,0.812835,0.80911,0.3683247370971405
Heart,ARN3SEQ1187FB47AA8,pop,"Seattle, WA, US",1973,9999,0.759306,0.739891,0.3882492423176432
Duffy,ARIL5841187FB5C061,pop,"Nefyn, North Wales",2004,9999,0.591387,0.742667,0.5382592267160835
Cassie,AR93WAA1187FB42116,pop,"New London, CT",2002,9999,0.586242,0.646399,0.47236802974465736
Regina Spektor,AR4UL0A1187FB36895,pop,"New York, NY, US",2001,9999,0.725901,0.653057,0.3696219758668728
Never Shout Never,ARXKOFY122BCFCC364,pop,"Joplin, MO, US",2007,9999,0.650803,0.62496,0.4095983710802876
Aqualung,AR650PG1187FB4CE3A,pop,london ,1990,9999,0.628808,0.614102,0.4182793455437898
Sondre Lerche,ARFREWD1187FB41079,pop,"Bergen, Norway",2001,9999,0.5921,0.613841,0.4443800750298751
Spandau Ballet,ARYAUMZ1187B9A2A40,pop,"London, England, GB",2009,9999,0.649506,0.614802,0.40387541100181945
Gavin DeGraw,ARFONB81187B994D01,pop,"South Fallsburg, NY",1990,9999,0.668676,0.649906,0.41229641259847466
Max Gazzè,ARC3H3P1187B9A69B2,pop,"Rome, Italy",1991,9999,0.486704,0.768651,0.6522669050993433
Doug Gillard,AROFXET1187B9B3169,pop,"Ohio, NY, US",1982,9999,0.395144,0.413339,0.3956608059677948
Curt Boettcher,ARFZV3N1187B9AF80C,pop,United States,1964,1983,0.448528,0.431507,0.38638173103574425
Sarah Sadler,AR2QE6N1187B995296,pop,"Nashville, TN, US",2000,2010,0.311447,0.433556,0.4150131402847862
Gabriel Mann,AR3EVM21187B995DF4,pop,"Middlebury, VT, US",1995,9999,0.3658,0.433112,0.41458812982642224
Linda Lewis,AR07ZQH1187B99F38B,pop,"West Ham, London, England, GB",1968,9999,0.417962,0.481469,0.4496943037645364
Marc Sway,ARWYKNB1187B9A2288,pop,"Zurich, Canton of Zurich, CH",2002,9999,0.335193,0.480062,0.45953011410612477
Los Bravos,ARVQML91187FB5BA1C,pop,"Madrid, Madrid, ES",1965,1968,0.325303,0.490181,0.4692163321876223
Fabian,ARIQD5J1187B98D8DC,pop,"Texas, US",1959,9999,0.537352,0.489851,0.3860516650078027
Soluna Samay,ARTPQEI122ECCB9BDD,pop,"Bornholm, Denmark",2001,9999,0.395687,0.486172,0.46537879406243965
The Proper Nouns,AR6O0111187B99A432,pop,"Columbus, OH, US",2000,2010,0.175736,0.259905,0.24878906121866
Anthony Fletcher,ARXFUHL1187FB3A5C2,pop,"St.-Germain-en-Laye, Ile-de-France, FR",9999,9999,0.153454,0.254156,0.2432859415674564
Oppera,ARXV0YO1187B9BA577,pop,"Chicago, IL, US",9999,9999,0.256029,0.270858,0.2592736097557331
Wolfy,AR8S7CV1187FB4E419,pop,"Indianapolis, IN, US",2002,9999,0.340699,0.322167,0.30838816292734667
Debra Arlyn,ARYVAOT11E8A2E277A,pop,"Corvallis, OR, US",2006,9999,0.310629,0.328717,0.31465802441897717
Josie Aiello,ARVQHHD122ECCBC0DB,pop,"Chicago, IL, US",1984,9999,0.303395,0.335483,0.32113464775521716
Thank God For Astronauts,ARXSMCK122C8674249,pop,"Denver,Colorado",9999,9999,0.124725,0.267988,0.2565263574685607
The April Skies,AR4NINN1187B996993,pop,"Hershey, PA, US",9999,9999,0.333987,0.342975,0.3283062206247279
Kama Linden,ARXCRA41187B9B4DE2,pop,"New York, NY, US",2000,2010,0.275242,0.325096,0.31119189182948187
The Autumn Leaves,ARWWY1H1187B9A2A4C,pop,"Minneapolis, MN, US",1992,2001,0.335107,0.324754,0.3108645189088502
Bel Auburn,AR0S7Y81187FB4508D,pop,"Ashland, OR, US",2000,2010,0.258737,0.332105,0.31790112224090755
Darren Ockert,ARNIIAZ11EBD8A1B43,pop,"Toronto, Ontario, CA",2005,9999,0.349681,0.337341,0.32291318251116363
Friday Hill,AR2N4U41187B9B51AE,pop,"Chingford, London, England, GB",2009,2009,0.308427,0.291729,0.2792519729911255
Hayley Jensen,ARODEFX11EB9C82512,pop,"New South Wales, AU",2004,9999,0.270313,0.282962,0.2708599308999614
Banket,AR9K2W11187FB47699,pop,"Bratislava, Bratislavsky, SK",1984,1991,0.27761,0.310522,0.29724121070291354
Jessica Rhaye,AR1RYYO119B8669B7B,pop,"New Brunswick, CA",9999,9999,0.310026,0.312779,0.2994016805329303
Steve Bertrand,ARXP48E1187FB3B271,pop,"Los Angeles, CA, US",1981,1987,0.292988,0.3053,0.29224255166332663
Universal Honey,ARMN1311187B9B9839,pop,"Toronto, Ontario, CA",1990,2010,0.289456,0.305882,0.29279965996685775
Hilary McRae,AR3J2A9119B8669B34,pop,"Boynton Beach, FL, US",2000,2010,0.308674,0.336966,0.3225542209753833
Cardiac Move,AROKEFY11E2835E890,pop,"Salzburg, Salzburg, AT",2000,2010,0.273688,0.340856,0.3262778486398783
Rachel Loy,ARHBV1W1187B9B496C,pop,"Austin, TX, US",2000,2010,0.334041,0.349384,0.33444111257890496
Phil Putnam,ARUEUTI11EBCD79550,pop,"Sacramento, CA, US",2001,9999,0.262592,0.268862,0.2573629771546194
Lynn Carey Saylor,AR3M0701187FB4AAFA,pop,"Milwaukee, WI, US",2000,9999,0.283629,0.291204,0.278749426841033
Overise,ARZLKBZ1187B9A7C75,pop,"West Chester, PA",9999,9999,0.260353,0.281294,0.2692632699888103
Corey Clark,ARH3NKW1187FB38896,pop,"Lufkin, TX, US",1991,9999,0.341511,0.264005,0.25271370734319204
American Juniors,AROJ7DR1187B9B0D41,pop,"Los Angeles, CA, US",2000,2010,0.251663,0.388496,0.3718803221454168
Alyson,ARLY49J1187B9A7F0F,pop,"Los Angeles, CA, US",2000,2010,0.351106,0.354095,0.33895062669906856
검정치마,ARELOYX12496DAB690,pop,none,2008,9999,0.339963,0.398007,0.38098454392356906
Prints,ARYA1I91187FB38DD1,pop,"Colombo, Western, LK",2000,2010,0.331078,0.386464,0.36993522923686817
Sarah Hudson,ARGA3Q21187B9A5A7F,pop,"Bel Air, Los Angeles, CA, US",2003,9999,0.298893,0.38586,0.36935706185657124
Expose,ARCL3Z01187FB5A1BE,pop,"Los Angeles, CA, US",2006,9999,0.432273,0.36825,0.33724501992525124
Carly Binding,ARLKXW31187B99642C,pop,"Los Angeles, CA, US",1999,2008,0.278981,0.363515,0.3479677404778715
Kyle Vincent,AR2Z1Y41187B99F849,pop,United States,1980,9999,0.32462,0.357858,0.34255268605677935
Karen Jacobsen,ARPY4P81187B99CB12,pop,"New York, NY, US",2000,2010,0.291136,0.358123,0.34280635220873085
Jon Regen,ARUKJZU1187FB52A28,pop,"New York, NY, US",1990,2010,0.273637,0.353397,0.33828247962713603
Martin Stosch,AR3T78Z1187FB4D550,pop,"Landshut, Bavaria, DE",2007,9999,0.326083,0.35278,0.33769186824693204
Katrina Carlson,ARP2DAC1187B9A237C,pop,"Los Angeles, CA, US",1999,9999,0.336119,0.352439,0.33736545255706246
Asia Cruise,AR2QS4U1187FB5CD42,pop,"Jacksonville, FL, US",2007,9999,0.380412,0.476274,0.455904123979362
The Fourmost,ARGT1EZ1187B9A3F7B,pop,"Liverpool, England, GB",1961,9999,0.377581,0.475727,0.45538051875250374
Liam Titcomb,ARGRYQT1187B98CC2E,pop,"Toronto, Ontario, CA",2001,9999,0.332397,0.448889,0.429690359559774
Jessica Folker,AROSDFR12496DAB706,pop,"Täby, Stockholm, SE",1998,9999,0.354092,0.444826,0.42580113097343897
Sissy Wish,ARSHK0O1187B99BECC,pop,"Bergen, Hordaland Fylke, NO",2000,9999,0.35749,0.444975,0.42594375835698906
Kay Hanley,ARSYVMX1187FB36DEF,pop,"Boston, MA, US",1990,9999,0.389945,0.442533,0.42360620083598727
Angie Hart,ARM1TRW1187B99797D,pop,"Melbourne, Victoria, AU",1989,9999,0.377692,0.449058,0.4298521315585657
Susan Aglukark,ARH04ED1187FB37E72,pop,"Arviat, Nunavut, CA",1992,9999,0.348102,0.391109,0.37438156612673434
The Iveys,ARW18W41187B98A363,pop,"Tornillo, TX, US",1978,1984,0.36114,0.394431,0.3775614867183674
Lena Anderssen,ARERGMO11C8A421B7B,pop,Faroe Islands,1996,9999,0.323457,0.394253,0.377391099642717
Kate DeAraugo,ARG22AU1187B9A330F,pop,Australia,2005,9999,0.326018,0.396998,0.38001869808462935
Randy Coleman,ARZZ7KM1187B998B04,pop,"Los Angeles, CA, US",1990,2010,0.294758,0.400027,0.38291815006297264
Shehzad Roy,AR20OBO1187B9B2088,pop,"Karachi, Sindh, PK",1995,9999,0.368447,0.396498,0.37954008270358885
Frankie Negron,ARRE5MX1187B992292,pop,"New York, NY, US",1997,9999,0.416944,0.396501,0.37085104564947446
Jackie Trent,AR9L5W91187B992EE6,pop,"Newcastle under Lyme, England, GB",1962,2015,0.329334,0.396889,0.3799143599315625
Evan Olson,ARQFM4I1187B9985A4,pop,"North Carolina, US",1986,9999,0.297076,0.398201,0.3811702466914128
Vanessa & The O's,AR7UQ4S1187FB54BEB,pop,"London, England, GB",2000,2010,0.341891,0.404421,0.3871242220315565
Ayla Brown,AREBTT91187FB4BA4B,pop,"Wrentham, MA, US",2004,9999,0.382071,0.399027,0.38196091930089165
Djumbo,ARM8XT71187B9AD477,pop,"Eindhoven, North Brabant, NL",2004,9999,0.314492,0.459488,0.43983604840707047
Passion Fruit,AR3EQ2B1187FB5CED5,pop,"Berlin, Berlin, DE",1999,2001,0.378134,0.466434,0.44648497328048503
Davy Jones,ARR4RUA1187B9988C1,pop,United States,1961,2012,0.401264,0.469451,0.44859861977708765
Kaci Brown,AR1AWU41187B9B8B03,pop,"Los Angeles, CA, US",2005,9999,0.328088,0.452993,0.4336188346073544
Eternity's Children,AR0D5961187B9B3F62,pop,"Cleveland, Mississippi",1965,1974,0.301796,0.452042,0.4327085081526154
Sebastian Hämer,AR1OT8P1187B9A4A1B,pop,"Prerow, Mecklenburg-Vorpommern, DE",2006,9999,0.360443,0.453474,0.4340792626039154
Swinging Popsicle,AR9EUES1187B99CFCF,pop,"Tokyo, Tokyo Prefecture, JP",1995,9999,0.319946,0.45925,0.43960822748569517
Sirens,ARYYGM91187B997612,pop,"San Francisco, CA, US",2001,9999,0.469333,0.455845,0.3964653392838362
Beth Thornley,ARNLBDM1187FB3F7BB,pop,"Los Angeles, CA, US",2000,9999,0.333868,0.463883,0.4440430776064164
No Secrets,AR8S03I1187B992BA6,pop,Los Angeles California,2000,2005,0.330423,0.456551,0.43702466165883863
Shaznay Lewis,ARAYKY71187FB46F40,pop,"London, England, GB",1993,9999,0.367717,0.456053,0.4365479607393223
Dean Geyer,ARU0MWG1187FB53477,pop,"Johannesburg, Gauteng, ZA",2006,9999,0.361068,0.460782,0.4410747050132033
Sodastream,ARHBYZ11187FB586B6,pop,"Perth, Western Australia, AU",2013,9999,0.408703,0.455609,0.4309701232612552
The Bran Flakes,ARYPB8M1187B9B1AA0,pop,"Seattle, WA, US",2000,2010,0.340702,0.455876,0.4363785308944339
Jerry Wallace,ARW6LIW1187B9966CD,pop,"Guilford, MO, US",1951,1980,0.319781,0.454596,0.43515327551897026
Alexa Ray Joel,ARHNNYV1187FB48ED2,pop,"Manhattan, New York, NY, US",2006,9999,0.405236,0.429354,0.40806380276793447
Paul Michiels,AR509BG1187B9989C4,pop,"Heist-op-den-Berg, Antwerp, BE",1974,9999,0.298565,0.428526,0.41019826955151883
Andy Partridge,ARVRHLD1187B9928FF,pop,"Swindon, England, GB",1972,9999,0.445902,0.428029,0.3846683268319984
